text,real
"GRAVE ALERTA 

A eso de las 325am el CNE acaba de borrar todos los archivos de imágenes y datos en el servidor Azure dispuesto para todas las organizaciones políticas

Los datos e imágenes han sido remplazados por nuevos archivos 

Estábamos trabajando en vivo con el Azure para ayudar a nuestras provinciales y fuimos testigos del cambiazo 

Pedimos a las demás organizaciones políticas que verifiquen inmediatamente sus logs y la integridad de la nueva información 

Pedimos a los observadores internacionales que investiguen esta anomalía de forma urgente 
moeUEecuador25
 
UNIORE
 
alitomorenoc
 
PARLASUR
 
AlfredoJuncaW
 
TransparenciaAL
 
FabyGMartin
 
HeraldoMunoz
 
EuroparlES
 
europarlen
 
NachoSAmor
 
SocialistasPE
 
gonzalezpons
 
PacoMillanMon
 
EPPGroup
 
GyoriEniko
 
PatriotsEP
 
ECRgroup
 
estrellagalan
 
LeftEU


Adjunto evidencia 
cneops SAS  expirada
cneops1 SAS",0
Sigue sin funcionar la página del cnegobec,0
DenunciaCiudadana    Muestran cómo se estaría planificando un supuesto fraude en recintos del Guayas a favor de un partido político,0
" IMPORTANTE

 El padrón electoral para las Elecciones2025Ec por mandato legal cerró el 1⃣5⃣ de julio de 2024 y fue auditado por las organizaciones políticas y de la sociedad civil

 Esta base de datos fue construida con la información proporcionada por el Registro Civil Ecuador

 A partir de la fecha de cierre del registro electoral es posible que consten ciudadanos que lamentablemente han fallecido

Infórmate a través de canales oficiales y NoComasCuento ",1
Esta información nos aclara quien está con la delincuencia y quien en contra,0
"URGENTE

General Jaime Vela sabe usted que es ilegal y no compatible con la competencias de las 
FFAAECUADOR
 en el proceso electoral que ustedes tengan un sistema de conteo de votos paralelo al del 
cnegobec


Por qué circulan en los Whats App de Oficiales y de Tropa este comunicado y estos archivos de la App

La ciudadanía veedores y coordinadores de recintos les dejaremos en evidencia cuando estén tomando fotos de las actas

No hay nada oculto bajo el Sol menos en la era digital ya tenemos acceso a su App 

LuisaGonzalezEc
 
LeonidasIzaEc
 
LaPostaEcu",0
Grave e inaceptable las Fuerzas Armadas de Ecuador están realizando su propio conteo de votos usurpando funciones del Consejo Nacional Electoral En una democracia las elecciones las cuentan las autoridades electorales no los militares,0
"El triunfo de Daniel Noboa es seguro y amplio ¿Y el sistema
informático del CNE Controlado por un correista
Expertos de afuera habrían sido contactados para manipular y distorsionar las cifras a favor de Luisa Se habla de  10 millones en juego
¡Advertidos",0
Las probabilidades de un fraude por parte del oficialismo son bastante altas Lean está carta y advertencia de un grupo de intelectuales llamados el grupo Anillo Ciudadano Emergente de Alerta Puntuales claros y decididos Mañana a cuidar el voto,0
El correísmo no aceptará la derrota de Luisa González buscarán generar caos Conversación obtenida de María de Los Angeles Duarte Así vayamos perdiendo nadie deberá decirlo ni hacer nada hasta un día después No reconoceremos el resultado,0
Control Electoral de Luisa González queda a cargo de Paola Pabón Marcela Aguinaga se hace a un lado Mediante una reunión para hacer el control electoral con sus directores Marcela Aguinaga les dijo que el voto queda a conciencia que ella ya no estará a cargo que ahora el control electoral se encargará el personal de tics de la prefectura de Pichincha,0
Cero sororidad y valoración La asambleísta electa Ana Yela Duarte hija de la prófuga ex ministra María Duarte asegura en los audios de Sócrates Verduga que Correa siempre dijo que Luisa era la candidata del periodo corto porque es un títere,0
El presidente Daniel Noboa limita la entrada de extranjeros al Ecuador Información de inteligencia compartida desde otros países advirtieron la llegada de agitadores de izquierda del Grupo de Puebla para alborotar el Pais el dia Domingo en caso de que pierda Luisa González También USA advirtió de la llegada de Hackers Rusos para asegurar el triunfo de la izquierda,0
La CORREÍSTA Paola Cabezas se desbocó en el tema de la dolarización Si logran gobernar otra vez el país reemplazarán los dólares por ECUADÓLARES El Socialismo del Siglo 21 ya tiene lista la ROCKOLA con sus principales éxitos en la región ‘Amor a la mexicana’ ‘Dolarización a la ecuatoriana’ y ‘Quiebra a la venezolana’,0
Departamento de Estado de EEUU trabaja en la investigación de movimientos realizados desde Venezuela en el sistema del CNE Habrían alterado resultados para favorecer a la Revolución Ciudadana Según información Andrés Arauz estaría detrás de un posible fraude sistemático,0
URGENTE Era vox populi la pugna interna de la RC pero que filtren audios de su propia gente si es caer bajo La desesperación los tiene locos,0
Inteligencia militar advierte de sicarios mexicanos para cometer posibles atentados contra el presidente Noboa y funcionarios del Gobierno El tema está en manos del Comando Conjunto,1
URGENTE Aquiles se la sacó del país hoy tras la noticia de la vinculación al CasoTripleA donde seguramente pedirán prisión preventiva por tráfico de combustibles Álvarez habría salido en el vuelo UX040 de Air Europa rumbo a Madrid,0
Recintos electorales bajo vigilancia judicial  Durante la segunda vuelta del 13 de abril la Policía y la Fiscalía ejecutarán operativos para detener a padres y madres que incumplen con el pago de pensiones alimenticias,1
Andrés Arauz ha falsificado un documento público del CNE pues debe una multa que no ha pagado ya que él vota en México,0
Posible fraude en MANABÍ y ESMERALDAS los resultados matemáticos no cumplen una ley los números que se presentaron no cumplen con la ley de benford,0
La primera vuelta no refleja la voluntad popular 4147 actas con irregularidades que son aproximadamente 6 puntos de diferencia y aún así nos quieren vender el cuento de una elección legítima No se trata de preferencias ni de partidos se trata de un sistema que suplanta las decisiones de los ecuatorianos y luego espera que lo aceptemos sin chistar Lo grave no es solo el fraude disfrazado de democracia sino que ya nos acostumbramos a que nos roben en la cara y sigamos como si nada Ecuador CNE Elecciones2025Ec,0
"Urgente
Debemos estar muy atento al 
TCEEcuador
 y a la 
FiscaliaEcuador
 la Corte de Justicia Indígena Iberoamericana hicieron formalmente las denuncias con pruebas donde claramente hubo un fraude electoral departe de la Revolución Ciudadana y que impidió que Daniel Noboa ganeMuy bien 
PoliciaEcuador
 que capturó 250 actas falsas listas para ser sustituidas en el 
cnegobec
 entre 6 a 8 mil votos falsos a favor de Luisa solo con una persona cuantas más habrán listas quienes adentro del 
cnegobec
 las cambiarian que funcionarios harian el paquetazo",0
LaGuía Según información por parte de funcionarios de la Prefectura se estaría usando seguridad equipos y funcionarios de la Prefectura para el evento del lanzamiento de campaña en el Coliseo Calderón este Domingo,0
La primera vuelta no refleja la voluntad popular 4147 actas con irregularidades que son aproximadamente 6 puntos de diferencia y aún así nos quieren vender el cuento de una elección legítima No se trata de preferencias ni de partidos se trata de un sistema que suplanta las decisiones de los ecuatorianos y luego espera que lo aceptemos sin chistar Lo grave no es solo el fraude disfrazado de democracia sino que ya nos acostumbramos a que nos roben en la cara y sigamos como si nada Ecuador CNE Elecciones2025Ec,0
¡El fraude zurdo en Ecuador es descarado Inflaron actas para inflar al correísmo y robarle votos a Daniel Noboa Los comunistas jamás ganan limpiamente siempre necesitan trampa ¡Ecuatorianos despierten Si no defienden su democracia en segunda vuelta los hunden en otra dictadura de ladrones,0
Ricardo Patiño Rafael Correa Paola Cabezas Guisella Garzón Andres Arauz y ahora Diego Borja diciendo que se van a gastar las reservas internacionales para luego implementar el EcuaDolar luego están los que no creen todavia que esta gente nos quiere ver en miseria y hambre,0
Luisa González utilizará el dinero de las reservas internacionales automáticamente Ecuador entrará en un DEFAULT ECONÓMICO quedándose sin respaldo de dólares y así implementarán el Ecuadolar,0
Rafael Correa al puro estilo de Pablo Escobar se oponía a la extradicion de Ecuatorianos a EEUU ahora sabemos la razón no quieren que a su pana Fito se lo lleven,0
Ayuso fue a Ecuador para huir del juicio por corrupción de su novio y para participar en la campaña de Noboa diciendo que hay que luchar contra la narcodictadura cuando es propietario de una empresa vinculada al narcotráfico tiene controlada la fiscalía y comprado al CNE,0
DEA confirma que Noboa Trading opera con el narcotráfico Ecuador ,0
"¡Nos gobierna un narcotraficante

Mientras Ecuador vive sus días más oscuros quienes deberían combatir el narcotráfico están metidos hasta el cuello en él Empresas de la familia Noboa investigadas por tráfico de drogas fiscales removidos para encubrir el crimen y aliados del gobierno vinculados al envío de cargamentos de cocaína  

¿Gobierno o cartel  

NosGobiernanDelincuentes NoboaNO NarcoEstado",0
"LeyAprobada   La Ley Orgánica para el Control del Espacio Aéreo refuerza la seguridad y combate el narcotráfico Aunque fue aprobada y publicada en 2024 no se aplica porque el Ejecutivo no ha emitido el reglamento

JuntosLegislamos",1
¡El fraude zurdo en Ecuador es descarado Inflaron actas para inflar al correísmo y robarle votos a Daniel Noboa Los comunistas jamás ganan limpiamente siempre necesitan trampa ¡Ecuatorianos despierten Si no defienden su democracia en segunda vuelta los hunden en otra dictadura de ladrones,0
Atención los GDOs comienzan a moverse están dejando esto en locales y casas dicen que el Lunes pasarán a pagar si gana Luisa caso contrario van a tomar represalias todo cuadra con el allanamiento a los Tiguerones donde encontraron material electoral de Luisa Difundir pls,0
"Una consejera del 
cnegobec
 llamó a su amiga en el Gobierno” no te desgastes tanto que van a perder”  Asísin desenfado y ningun cuidado Aviso o amenazanada nuevo El EJECUTIVO confiado en el organismo electoral respetuoso debe sertras múltiples señales contrarias",0
 URGENTE Votantes denunciaron que Papeletas de ADN el partido de Daniel Noboa fueron botadas en la basura en MANABÍ Los comunistas hicieron fraude para inflar a Luisa González la ficha del prófugo comunista Rafael Correa  Ecuador debe estar ALERTA en segunda vuelta,0
No solo van a cambiar papeletas en blanco por rayadas ahora también quieren poner actas falsas calculadas a favor de Luisa Gonzalez mucho ojo a los veedores de ADN esa gente es muy sucia y estas últimas horas van a cranear toda clase de trampa,0
Al puro estilo de Bolivia la Revolución Ciudadana nos quieren implementar el Ecuadolar ya en Bolivia van por la 4 moneda electrónica y física,0
Correa buscaba armar un amotinamiento en la cárcel como condición para apoyar la candidatura de Víctor Araus si él los metía a Lenin Moreno María Paula Romo Roldán Michelena y la esposa de Moreno,0
PELIGRO DE DESPIDOS EN LAS ENTIDADES PÚBLICAS Luisa González entra en desesperación promete 10 mil nuevas plazas de empleo para sus militantes de la Revolución Ciudadana despedirán a los trabajadores que han sido contratado en los últimos 4 años en las entidades públicas,0
" Se confirma que Jan Topic dará por medio de Telcodata con el 514  la victoria a Luisa González en el Exit Poll

Todo está armado para generar un PÁNICO ELECTORAL Leonidas Iza se prepara para incendiar las calles de Quito

Observadores del Grupo de Puebla están por llegar al Ecuador para apoyar al socialismo con mensajes de inconsistencias en Venezuela tienen el trolls center y  control electoral desde México Andrés Arauz y los prófugos buscan controlar los resultados",0
Jorge Glas de ganar el correísmo saldrá libre debido a que su audiencia quedó aplazada para después de Segunda Vuelta UrgenciasEC JorgeGlas,0
PDVSA es la empresa petrolera de Nicolás Maduro que financia al correísmo PDVSA UrgenciasEC,0
EL CORREISMO SOLO USÓ EL CASO BERNAL PARA SUS INTERESES POLÍTICOS PABEL MUÑOZ LA BOTO POR NO HACER CAMPAÑA PARA LUISA GONZÁLEZ Elizabeth Otavalo madre de Maria Belén Bernal hace días fue a la Asamblea Nacional y dió a conocer que el Municipio de Quito la botó y luego la botaron de la Asamblea su pecado no hacer campaña para RC Incluso los grupos de chats sobre Bernal ahora son pro RC,0
EL PLANETA LO SABE Medios de comunicación del Brasil informan que NOBOA es dueño de una cuenta off short en Panamá además es propietario de la compañía NOBOA Trading relacionada con el narcotráfico,0
Viviana Velóz legisladora de la bancada correísta RC5 autorizó un contrato por 17000 para servicios de café té y galletas en sesiones del pleno,0
Este domingo 13 de abril más de 13 millones de ecuatorianos están convocados a las urnas para elegir entre Daniel Noboa y Luisa González en la segunda vuelta presidencial Desde las 0700 se habilitaron las juntas receptoras del voto a nivel nacional,1
Desde la sede del Consejo Nacional Electoral en Quito se dio inicio oficial a la jornada electoral de la segunda vuelta Las urnas en todo el país se abrirán a las 0700 para que más de 13 millones de ecuatorianos ejerzan su derecho al voto,1
En Pichincha durante la mañana y tarde del sábado se completó el traslado de los paquetes electorales a los diferentes recintos dejando todo listo para la jornada democrática de este domingo 13 de abril,1
A las 0700 desde la Universidad de Guayaquil en la parroquia Tarqui inició oficialmente la jornada electoral de la segunda vuelta,1
"Este domingo 13 de abril el Consejo Nacional Electoral CNE dio inicio a la jornada de votación correspondiente a la Segunda Vuelta de las Elecciones Generales 2025 

El acto oficial se realizó desde la sede del organismo en Quito con la presencia de su presidenta Diana",1
La presidenta del CNE Diana Atamaint inauguró oficialmente la jornada de segunda vuelta Durante su intervención destacó las medidas de seguridad y tecnología aplicadas para un proceso electoral transparente Señaló que 94861 delegados controlarán la jornada y pidió a la ciudadanía esperar con calma los resultados que se publicarán en los canales oficiales del CNE,1
Más de 456 mil migrantes forman parte del proceso de voto en el exterior cuya jornada inició la tarde de este sábado Los primeros en sufragar fueron los compatriotas residentes en Sídney y Canberra Australia,1
La primera dama Lavinia Valbonesi ejerció su derecho al voto en el norte de Guayaquil Estuvo acompañada por su esposo Daniel Noboa,1
Desde el Colegio Benalcázar en Quito así se desarrolla la jornada electoral que comenzó a las 0700 de este domingo,1
La candidata presidencial Luisa González ejerció su derecho al voto en Canuto provincia de Manabí Desde allí hizo un llamado a que se respete y garantice la voluntad popular expresada en las urnas,1
Daniel Noboa Azín ejerció su derecho al voto en Olón provincia de Santa Elena Llegó al recinto acompañado por su familia,1
La Policía Nacional informó sobre varias irregularidades registradas este domingo 13 de abril en el marco de la segunda vuelta electoral en Ecuador en diferentes provincias del país En la provincia de Esmeraldas en la Unidad Educativa Hispanoamérica un vocal de mesa fue aprehendido tras intentar suplantar la identidad de su hermano para ejercer el voto El hecho fue detectado a tiempo por los uniformados quienes impidieron que se concrete el sufragio fraudulento,1
El Ministerio de Defensa reportó varios casos de ciudadanos que fotografiaron su voto durante la jornada electoral e hizo un llamado urgente a la ciudadanía a respetar la prohibición del uso de dispositivos electrónicos como teléfonos celulares dentro de los recintos electorales Fotografiar el voto está expresamente prohibido y quienes incumplan esta norma se exponen a multas que van desde los 9870 hasta los 32000,1
Durante la jornada electoral de este domingo 11 de abril de 2025 la Policía Nacional reportó una alerta en la Unidad Educativa Fiscal Membrillo ubicada en la parroquia Membrillo cantón Bolívar provincia de Manabí Según el informe preliminar una ciudadana habría ingresado dos papeletas marcadas en la urna correspondiente a la junta electoral femenina Nro 2,1
Durante el primer reporte del Consejo Nacional Electoral CNE de este domingo 13 de abril se informó que más del 10 de los electores ya sufragaron en las primeras tres horas del proceso de votación Se reportaron 15 casos de ciudadanos que presuntamente incurrieron en una infracción al tomar fotografías durante el acto de sufragio,1
En el marco de la segunda vuelta presidencial las autoridades hacen un llamado a la ciudadanía para denunciar cualquier intento de sabotaje alteración del orden público o amenazas que pongan en riesgo la seguridad del proceso electoral A través de la línea gratuita 131 la plataforma de correo electrónico informarecompensas131org y las cuentas oficiales en redes sociales los ciudadanos pueden reportar de manera confidencial cualquier información relacionada con personas que atenten contra la integridad del proceso democrático,1
El ministro de Defensa Gian Carlo Loffredo hizo un llamado a respetar las normas Pidió disciplina y orden en esta jornada electoral Además informó que ya se han reportado más de 70 personas citadas por fotografiar su voto,1
Con paso firme y en compañía de su familia Daniel Noboa acudió a las urnas para votar en esta segunda vuelta electoral El voto lo ejerció en la comuna Olón provincia de Santa Elena cerca de las 1000 de este domingo,1
Jornada electoral bajo control según el CNE  Diana Atamaint informó que el 41  del electorado ya ha votado este 13 de abril  Hasta el momento se registran 565 citaciones 634 personas detenidas y la incautación de 56 armas de fuego y 190 armas blancas entre otras novedades que están siendo gestionadas con inmediatez conforme al protocolo interinstitucional establecido,1
En el sur de Esmeraldas en la Unidad Educativa Jorge Estupiñán los ciudadanos acuden con normalidad a ejercer su voto Una persona fue aprehendida por intentar suplantar la identidad de otro votante,1
Acompañado de su esposa e hijos el presidente Daniel Noboa llegó esta mañana a la la Unidad Educativa Antonio Moya Sánchez en Olón provincia de Santa Elena para ejercer su derecho al voto,1
En Pichincha se han reportado algunos incidentes e irregularidades durante la jornada electoral lo que ha motivado la intervención inmediata de las Fuerzas Armadas y la Policía Nacional,1
Desde la Universidad UTEG María José Pinto candidata a la vicepresidencia de la República ejerció su voto y agradeció el respaldo recibido durante la campaña También reconoció la labor de los voluntarios que cuidan cada voto en esta jornada democrática,1
En las provincias de Sucumbíos y Esmeraldas dos ciudadanos fueron aprehendidos por intentar suplantar la identidad de otras personas para sufragar La Policía actuó de inmediato y los casos quedaron en manos de la autoridad competente Quienes infringen en este tipo de delito pueden ser sancionados con una pena privativa de libertad de uno a tres años,1
La Policía detuvo a dos mujeres en Cotopaxi por intentar votar suplantando las identidades de otras personas Se incautaron 4 cédulas y 2 certificados de votación,1
El ministro de Transporte y Obras Públicas Roberto Luque instó a los ciudadanos a ejercer su derecho al voto con responsabilidad,1
"La PoliciaEcuador
aprehendió a 3 personas durante la jornada electoral
 2 por suplantación de identidad Manabí y Santa Elena
 1 por presunto fraude electoral con papeletas marcadas Esmeraldas

Las autoridades actúan conforme al COIP para garantizar un proceso limpio y legal",1
Asambleístas del movimiento ADN ejercieron su derecho al voto en distintos recintos del Guayas Niels Olsen votó en Samborondón y Andrés Guschmer en Guayaquil,1
Seguimos informando desde el norte de Guayaquil en la Escuela Vicente Ramón Roca ubicada en la Prosperina varios miembros de la junta receptora del voto no acudieron a cumplir su deber por lo que debieron abrir tarde las juntas hasta completar los espacios con los suplentes,1
El presidente Daniel Noboa agradeció al pueblo ecuatoriano por participar en esta jornada electoral destacando el compromiso con el futuro del país,1
Daniel Noboa 5701 • Luisa Gonzales 4299 Actas Escrutadas 1662 Actas Pendientes 8247  Fecha de Corte domingo 13 de abril Hora de Corte 182502 Fuente Consejo Nacional Electoral,1
Concluido el proceso de votación las juntas receptoras del voto iniciaron la apertura de urnas y clasificación de papeletas Los miembros se distribuyen tareas mientras unos organizan las papeletas otros revisan el material electoral y los certificados de votación no entregados que deben ser ingresados en el kit electoral,1
Concluyó la jornada de la segunda vuelta electoral con una participación del 8376 según el CNE La pagina web del CNE está disponible para revisar los resultados del conteo de votos,1
Resultados Nacionales de las EleccionesEcuador2025  Daniel Noboa 5708  Luisa Gonzales 4292 Actas Escrutadas 3302  Fecha de Corte domingo 13 de abril Hora de Corte 1835 Fuente Consejo Nacional Electoral,1
Resultados Nacionales de las EleccionesEcuador2025  Daniel Noboa 5704  Luisa Gonzales 4296 Actas Escrutadas 4993  Fecha de Corte domingo 13 de abril Hora de Corte 1850 Fuente Consejo Nacional Electoral,1
Resultados Nacionales de las EleccionesEcuador2025 • Daniel Noboa 5681 • Luisa Gonzales 4319 Actas Escrutadas 5545  Fecha de Corte domingo 13 de abril Hora de Corte 1855 Fuente Consejo Nacional Electoral,1
"Resultados Nacionales de las EleccionesEcuador2025 
• Daniel Noboa 5645
• Luisa Gonzales 4355
 Actas Escrutadas 6676

Fecha de Corte domingo 13 de abril
Hora de Corte 1905
Fuente Consejo Nacional Electoral",1
María Mercedes Cuesta “Los acuerdos se hacen con base en coincidencias no en imposiciones”  La periodista se pronunció sobre el escenario político en el marco de las elecciones 2025 destacando la importancia del diálogo y la coherencia,1
Resultados Nacionales de las EleccionesEcuador2025 • Daniel Noboa 5631 • Luisa Gonzales 4369 Actas Escrutadas 7182,1
El asambleísta de ADN Andrés Castillo se refirió que el presidente Daniel Noboa obtuvo la mayoría de los votos en las circunscripciones del exterior Además en los exteriores de una de las sedes del partido en Quito los simpatizantes se han citado a esperar la proclamación de los resultados oficiales,1
Resultados Nacionales de las EleccionesEcuador2025 • Daniel Noboa 5613 • Luisa Gonzales 4387 Actas Escrutadas 7582  Fecha de Corte domingo 13 de abril Hora de Corte 1920 Fuente Consejo Nacional Electoral,1
El presidente Daniel Noboa Azín acudió a su recinto electoral alrededor de las 10 AM acompañado por la Primera Dama y sus tres hijos,1
Resultados Nacionales de las EleccionesEcuador2025 • Daniel Noboa 5595 • Luisa Gonzales 4405 Actas Escrutadas 8501  Fecha de Corte domingo 13 de abril Hora de Corte 1940 Fuente Consejo Nacional Electoral,1
Resultados Nacionales de las EleccionesEcuador2025 • Daniel Noboa 5594 • Luisa Gonzales 4406 Actas Escrutadas 887 Fuente Consejo Nacional Electoral,1
n las calles José de Antepara y Sedalana frente a una de las centrales del movimiento ADN en Guayaquil simpatizantes se han reunido espontáneamente a la espera de los resultados Aunque no hubo una convocatoria oficial ciudadanos se concentran con respeto atentos al avance del porcentaje de votación,1
Resultados Nacionales de las EleccionesEcuador2025  Daniel Noboa 5596  Luisa Gonzales 4404 Actas Escrutadas 8881  Fecha de Corte domingo 13 de abril Hora de Corte 2000 Fuente Consejo Nacional Electora,1
Gisella Bayona destaca que Luisa Gonzáles subió apenas un 01  en los resultados parciales de la segunda vuelta electoral,1
En la avenida Malecón y 9 de Octubre centro de Guayaquil los simpatizantes del presidente Daniel Noboa salieron a las calles a demostrar su apoyo con base en los resultados parciales del CNE,1
La presidenta del CNE Diana Atamaint declaró que una vez procesado más el 90  de actas a escala nacional se marca una tendencia irreversible considerando ganador al binomio de Daniel Noboa Azín y María José Pinto,1
Resultados Nacionales de las EleccionesEcuador2025 • Daniel Noboa 5592 • Luisa Gonzales 4408 Actas Escrutadas 9093 Fuente Consejo Nacional Electoral,1
Daniel Noboa es reelegido como presidente del Ecuador hasta el año 2029 y asume el reto de continuar construyendo un país más seguro justo y lleno de oportunidades,1
¡Es oficial Daniel Noboa Azín se convierte en el nuevo presidente de la República del Ecuador para el periodo 2025–2029,1
En una jornada electoral marcada por la alta participación ciudadana Daniel Noboa Azín se impuso en la segunda vuelta de las elecciones presidenciales de Ecuador alcanzando el 5588  de los votos válidos según datos oficiales del Consejo Nacional Electoral CNE,1
Daniel Noboa se pronunció luego de que el CNE declaró su reelección como Presidente de la República del Ecuador tras el 90 de actas escrutadas “El Ecuador está cambiando ya tomó un camino diferente Muchas gracias a todo el Ecuador señaló,1
Estas fueron las declaraciones del presidente Daniel Noboa tras ser proclamado ganador de las elecciones presidenciales 2025,1
Guillermo Lasso felicita a Daniel Noboa  El expresidente reconoció el triunfo electoral y le deseó éxito al mandatario reelecto “¡Esto nos fortalece como nación  Lo felicito por esta victoria Por segunda vez el pueblo ecuatoriano le ha entregado su confianza,1
